"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","12361","Registration Flow","chromium","2026-09-19","passed","2026-09-19","","AccountRegistration.spec.ts","",""
